text,sentiment,labels
Nodame Cantabile Finale Special,positive,2
Kara no Kyoukai 5: Mujun Rasen,positive,2
Digimon Adventure Movie,negative,0
Shingeki no Kyojin,neutral,1
Black Lagoon: The Second Barrage,neutral,1
Akame ga Kill!,positive,2
Love Hina,positive,2
Fate/kaleid liner Prisma☆Illya 2wei!,positive,2
Dousou Kai,positive,2
Jormungand,positive,2
Bakuman.,positive,2
Suisei no Gargantia Specials,positive,2
One Punch Man,positive,2
Madan no Ou to Vanadis,positive,2
Nijiiro Days,positive,2
Noragami Aragoto,positive,2
Clannad,positive,2
Mawaru Penguindrum,positive,2
Hells,positive,2
Busou Renkin,positive,2
Kaze no Tani no Nausicaä,positive,2
Hanbun no Tsuki ga Noboru Sora,negative,0
Tsuritama,positive,2
Planetes,positive,2
Code Geass: Hangyaku no Lelouch,positive,2
FLCL,positive,2
Gintama Movie: Shinyaku Benizakura-hen,positive,2
Aoi Bungaku Series,negative,0
Kämpfer,neutral,1
Afro Samurai,positive,2
Skip Beat!,positive,2
Soukyuu no Fafner: Dead Aggressor,positive,2
Hataraku Maou-sama!,positive,2
Fullmetal Alchemist: The Conqueror of Shamballa,positive,2
Chuunibyou demo Koi ga Shitai! Ren Lite,negative,0
Full Metal Panic! The Second Raid Episode 000,positive,2
Tasogare Otome x Amnesia: Taima Otome,positive,2
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,positive,2
Shin Tenchi Muyou!,positive,2
Fate/Zero: Onegai! Einzbern Soudanshitsu,positive,2
Tokyo Ravens,positive,2
Maji de Watashi ni Koi Shinasai!,positive,2
Prince of Tennis: A Day on Survival Mountain,negative,0
Arakawa Under the Bridge,positive,2
Mirai Nikki,positive,2
Lamune,neutral,1
Coquelicot-zaka kara,positive,2
Sankarea,positive,2
Hyakka Ryouran: Samurai Girls,positive,2
Seton Doubutsuki: Kuma no Ko Jacky,negative,0
Bokusatsu Tenshi Dokuro-chan 2,neutral,1
Needless,negative,0
Schwarzesmarken,positive,2
Gangsta.,positive,2
Tonari no Kaibutsu-kun,positive,2
Shigatsu wa Kimi no Uso: Moments,positive,2
Level E,positive,2
Aa! Megami-sama! (TV),positive,2
Kill la Kill,positive,2
Kara no Kyoukai 1: Fukan Fuukei,positive,2
Nanatsu no Taizai,positive,2
Kodomo no Omocha (TV),positive,2
Majo no Takkyuubin,positive,2
Karigurashi no Arrietty,negative,0
Kuroko no Basket 2nd Season,positive,2
Shinkyoku Soukai Polyphonica Crimson S,positive,2
Fullmetal Alchemist,positive,2
Final Fantasy: The Spirits Within,neutral,1
Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito,positive,2
Umineko no Naku Koro ni,positive,2
Biohazard 4D-Executer,negative,0
Sasameki Koto,positive,2
Akira,neutral,1
Asura Cryin&#039;,positive,2
Zero no Tsukaima: Futatsuki no Kishi,neutral,1
One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,negative,0
Fullmetal Alchemist: The Sacred Star of Milos Specials,positive,2
Bleach Movie 1: Memories of Nobody,neutral,1
Akame ga Kill!,positive,2
Tiger &amp; Bunny,positive,2
Black Lagoon,neutral,1
Highschool of the Dead,positive,2
Shijou Saikyou no Deshi Kenichi,negative,0
Katanagatari,positive,2
Higashi no Eden,positive,2
Final Approach,negative,0
Aa! Megami-sama!: Sorezore no Tsubasa,negative,0
Higashi no Eden,positive,2
Tasogare Otome x Amnesia,positive,2
Danchigai Special,neutral,1
Fullmetal Alchemist,positive,2
Zan Sayonara Zetsubou Sensei Bangaichi,neutral,1
Angel Beats!,positive,2
Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito,negative,0
Monogatari Series: Second Season,positive,2
Gintama&#039;,positive,2
Tekken Chinmi,positive,2
Giant Killing,positive,2
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,positive,2
Candy☆Boy: Side Story For Archive,neutral,1
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",negative,0
Giniro no Kami no Agito,positive,2
Chiisana Pengin: Lolo no Bouken,positive,2
Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,negative,0
Kanokon,negative,0
No Game No Life,negative,0
Shinsekai yori,positive,2
Aldnoah.Zero,negative,0
Durarara!! Specials,positive,2
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,neutral,1
Rail Wars!,positive,2
Gintama: Shiroyasha Koutan,negative,0
Mushishi,positive,2
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,positive,2
Happy☆Lesson,negative,0
Kaichou wa Maid-sama!,positive,2
Cardcaptor Sakura,positive,2
"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",positive,2
Nisekoi:,positive,2
Space☆Dandy,positive,2
One Piece Film: Z,negative,0
K-On!,neutral,1
Asura Cryin&#039; 2,positive,2
Tokyo Ghoul,negative,0
Kowarekake no Orgel,positive,2
Death Note,positive,2
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,negative,0
Tari Tari,positive,2
Highschool of the Dead: Drifters of the Dead,neutral,1
Chobits,positive,2
Gakuen Alice,neutral,1
Mahou Shoujo Madoka★Magica,negative,0
Dragon Ball Z,negative,0
Kouchou-sensei to Kujira,neutral,1
Kimi no Iru Machi,positive,2
Ginga Eiyuu Densetsu,positive,2
Kuroko no Basket NG-shuu,positive,2
Fullmetal Alchemist: Brotherhood,positive,2
Mirai Nikki (TV),positive,2
Denpa-teki na Kanojo,negative,0
InuYasha: Toki wo Koeru Omoi,positive,2
Peace Maker Kurogane,negative,0
Amagami SS+ Plus,neutral,1
Kuroshitsuji,positive,2
Kara no Kyoukai 4: Garan no Dou,positive,2
Mirai Nikki Redial,negative,0
Amagami SS+ Plus Picture Drama,neutral,1
Heppoko Jikken Animation Excel♥Saga,neutral,1
"Onegai☆Teacher: Marie, Ai no Gekijou",positive,2
Darker than Black: Kuro no Keiyakusha Special,positive,2
Sword Art Online,positive,2
Acchi Kocchi (TV),positive,2
Fairy Tail,positive,2
Maria-sama ga Miteru: Haru Specials,neutral,1
Bakemonogatari,positive,2
Initial D Extra Stage,negative,0
Munto: Toki no Kabe wo Koete,neutral,1
Blood Lad,neutral,1
Nazo no Kanojo X: Nazo no Natsu Matsuri,positive,2
Saenai Heroine no Sodatekata: Ai to Seishun no Service Kai,positive,2
Ao no Exorcist,positive,2
Yama no Susume: Kabette Kowakunai no?,positive,2
Shin Shirayuki-hime Densetsu Prétear,neutral,1
Fullmetal Alchemist: Brotherhood,positive,2
Toaru Majutsu no Index: Endymion no Kiseki Special,neutral,1
Kotonoha no Niwa,positive,2
Byousoku 5 Centimeter,positive,2
Mikakunin de Shinkoukei,positive,2
Dragon Ball Specials,positive,2
Mobile Suit Gundam 00 Second Season,positive,2
Code Geass: Hangyaku no Lelouch R2,positive,2
Panty &amp; Stocking with Garterbelt,positive,2
Hagure Yuusha no Aesthetica,positive,2
Fullmetal Alchemist: Brotherhood Specials,positive,2
Shirobako,positive,2
Mamoru-kun ni Megami no Shukufuku wo!,positive,2
Dai Mahou Touge,negative,0
Tenchi Muyou! GXP,positive,2
Bible Black: New Testament,negative,0
Hakushaku to Yousei,positive,2
Shokugeki no Souma: Ni no Sara,positive,2
Bishoujo Senshi Sailor Moon,positive,2
Kimi ni Todoke 2nd Season,positive,2
Bounen no Xamdou,neutral,1
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,positive,2
Shinmai Maou no Testament Burst,positive,2
Usagi Drop Specials,positive,2
Dareka no Manazashi,positive,2
Mizuiro,neutral,1
Clannad: After Story,positive,2
Sword Art Online II,positive,2
Akame ga Kill!,positive,2
Eiken: Eikenbu yori Ai wo Komete,negative,0
Towa no Quon 5: Souzetsu no Raifuku,positive,2
.hack//G.U. Trilogy: Parody Mode,neutral,1
Bakemonogatari Recap,positive,2
"Kono Danshi, Ningyo Hiroimashita.",positive,2
K,positive,2
Break Blade 3: Kyoujin no Ato,positive,2
Code Geass: Hangyaku no Lelouch,positive,2
Sukitte Ii na yo.,positive,2
Hatsukoi Limited,positive,2
Black Blood Brothers,positive,2
Sankarea OVA,neutral,1
Asu no Yoichi!,positive,2
Code Geass: Hangyaku no Lelouch,positive,2
"Zone of the Enders: Dolores, I",neutral,1
Bakumatsu Kikansetsu Irohanihoheto,negative,0
Angel Beats!,neutral,1
Hakuouki,positive,2
Neon Genesis Evangelion,neutral,1
Digimon Savers,neutral,1
Asu no Yoichi!,positive,2
Kuroko no Basket 3rd Season,positive,2
Oda Nobuna no Yabou,positive,2
xxxHOLiC Movie: Manatsu no Yoru no Yume,positive,2
Higurashi no Naku Koro ni,positive,2
Ore no Imouto ga Konnani Kawaii Wake ga Nai,positive,2
Ao no Exorcist,positive,2
Black Lagoon,positive,2
Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,positive,2
Azumanga Daioh: Gekijou Tanpen,neutral,1
Katekyo Hitman Reborn!,positive,2
High School DxD New,positive,2
Blood Lad,positive,2
Baccano!,positive,2
Summer Wars,positive,2
Code:Breaker OVA,positive,2
Ghost in the Shell: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,positive,2
Bishoujo Senshi Sailor Moon,negative,0
E&#039;s Otherwise,positive,2
Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,negative,0
Mimi wo Sumaseba,positive,2
Mononoke Hime,negative,0
Hanasaku Iroha: Home Sweet Home,positive,2
Zero no Tsukaima,positive,2
Toradora!,positive,2
RahXephon: Pluralitas Concentio,positive,2
Miss Monochrome: The Animation 3,positive,2
Clannad,positive,2
Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,positive,2
El Hazard: The Alternative World,positive,2
Mushishi Zoku Shou,positive,2
Mobile Suit Zeta Gundam: A New Translation II - Lovers,positive,2
Chobits,positive,2
Kiznaiver,positive,2
Hidan no Aria,positive,2
Majo no Takkyuubin,positive,2
Bakuretsu Tenshi,negative,0
Yamada-kun to 7-nin no Majo (TV),positive,2
Shinrei Tantei Yakumo,positive,2
Seirei no Moribito,positive,2
Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,negative,0
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA,positive,2
Tokyo Ghoul √A,positive,2
Pupa,neutral,1
Clannad,positive,2
Shakugan no Shana S,positive,2
Highschool of the Dead: Drifters of the Dead,positive,2
Another,neutral,1
ef: A Tale of Melodies.,neutral,1
Death Note,positive,2
Tenbatsu Angel Rabbie☆,positive,2
Suisei no Gargantia,positive,2
Pandora Hearts,negative,0
Fairy Tail OVA,positive,2
Sword Art Online,negative,0
Gakusen Toshi Asterisk 2nd Season,positive,2
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,negative,0
Queen&#039;s Blade: Utsukushiki Toushitachi,neutral,1
Tonari no Kaibutsu-kun,positive,2
One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou,negative,0
Suzumiya Haruhi no Yuuutsu,positive,2
Appleseed Alpha,negative,0
Natsuyuki Rendezvous,positive,2
Zankyou no Terror,positive,2
Danchigai,positive,2
Love Stage!!,positive,2
Shingeki no Kyojin,negative,0
Danshi Koukousei no Nichijou,positive,2
Nekomonogatari: Kuro,positive,2
"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",positive,2
Death Note,positive,2
D.C.II S.S.: Da Capo II Second Season,negative,0
Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!,negative,0
NHK ni Youkoso!,positive,2
Akuma no Riddle,positive,2
High School DxD New,negative,0
"Dakara Boku wa, H ga Dekinai.",neutral,1
Blood: The Last Vampire,negative,0
Shingeki no Kyojin: Ano Hi Kara,negative,0
To LOVE-Ru Darkness,positive,2
Genshiken,positive,2
Tokimeki Memorial: Only Love,neutral,1
Mai-HiME,negative,0
Shinsekai yori,positive,2
Hoshi wo Ou Kodomo,positive,2
Blood+,positive,2
Sidonia no Kishi,positive,2
Bartender,positive,2
Senyuu. 2,neutral,1
Tanaka-kun wa Itsumo Kedaruge,positive,2
Chuunibyou demo Koi ga Shitai!,positive,2
Elfen Lied,neutral,1
Himegoto,negative,0
Berserk,positive,2
Kara no Kyoukai 5: Mujun Rasen,negative,0
Giniro no Kami no Agito,positive,2
Metropolis,negative,0
&quot;Bungaku Shoujo&quot; Movie,negative,0
Baka to Test to Shoukanjuu,neutral,1
Cowboy Bebop: Tengoku no Tobira,positive,2
Gokukoku no Brynhildr,positive,2
Highschool of the Dead,positive,2
Ginban Kaleidoscope,positive,2
JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,negative,0
Kamisama Kazoku,negative,0
Akame ga Kill!,negative,0
Kamisama no Memochou,positive,2
Noragami,positive,2
Gatchaman Crowds,negative,0
Baka to Test to Shoukanjuu Ni!,positive,2
Sora no Otoshimono,positive,2
Happy☆Lesson: The Final,positive,2
Bleach,positive,2
Gatchaman Crowds,positive,2
Elfen Lied,positive,2
Zankyou no Terror,positive,2
High School DxD,positive,2
Handa-kun,positive,2
Nazo no Kanojo X,neutral,1
Gantz,neutral,1
One Piece Movie 2: Nejimaki-jima no Daibouken,negative,0
Angel Beats!,positive,2
Naruto x UT,neutral,1
Baccano!,positive,2
Amanee!: Tomodachinchi de Konna Koto ni Naru Nante!,positive,2
Kuroko no Basket,positive,2
Byousoku 5 Centimeter,neutral,1
Grisaia no Kajitsu,positive,2
Hellsing Ultimate,positive,2
Mobile Fighter G Gundam,positive,2
Durarara!!x2 Shou,positive,2
School Days: Valentine Days,negative,0
Heisei Tanuki Gassen Ponpoko,positive,2
ChäoS;HEAd,positive,2
Dragon Ball Z,positive,2
Schwarzesmarken,positive,2
Fruits Basket,negative,0
Seikimatsu Occult Gakuin,neutral,1
Code Geass: Hangyaku no Lelouch,positive,2
Naruto: Shippuuden Movie 1,positive,2
Druaga no Tou: The Aegis of Uruk,negative,0
Shingeki no Kyojin,positive,2
C: The Money of Soul and Possibility Control,positive,2
Code Geass: Hangyaku no Lelouch R2,neutral,1
Shiki,positive,2
Black Bullet,neutral,1
Tonari no Kaibutsu-kun,positive,2
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,positive,2
Kyoukai no Kanata Movie: I&#039;ll Be Here - Mirai-hen,positive,2
.hack//Liminality,neutral,1
Kanon (2006),positive,2
Toaru Majutsu no Index II,negative,0
Neko to Nezumi,negative,0
Clannad,positive,2
Sola Specials,negative,0
Bleach: Memories in the Rain,neutral,1
Anne Happy♪,negative,0
Neon Genesis Evangelion: Death &amp; Rebirth,positive,2
Kannagi: Moshimo Kannagi ga Attara...,positive,2
Garo: Honoo no Kokuin,positive,2
Code Geass: Hangyaku no Lelouch,positive,2
Hellsing: The Dawn,neutral,1
Shinshou Genmukan,positive,2
JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,positive,2
Amagami SS: Tachibana Miya-hen - Imouto,negative,0
Inu x Boku SS Special,negative,0
Bleach Movie 1: Memories of Nobody,positive,2
Shinrei Tantei Yakumo,positive,2
K,neutral,1
One Piece Movie 4: Dead End no Bouken,positive,2
Gokukoku no Brynhildr,positive,2
Magi: The Kingdom of Magic,positive,2
School Rumble,positive,2
Bleach: The Sealed Sword Frenzy,neutral,1
Yumekui Merry,positive,2
Bishoujo Senshi Sailor Moon R: The Movie,negative,0
Suisei no Gargantia,positive,2
Tantei Opera Milky Holmes,negative,0
MM!,positive,2
Kamisama no Memochou,negative,0
Tari Tari,positive,2
Cowboy Bebop,negative,0
Angel Beats!,positive,2
Chuunibyou demo Koi ga Shitai!,positive,2
Tonari no Totoro,positive,2
Cowboy Bebop,positive,2
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,positive,2
Gosick,positive,2
Mirai Nikki,negative,0
No Game No Life,positive,2
Baka to Test to Shoukanjuu,positive,2
Kanokon,positive,2
Kuroshitsuji: Book of Circus,neutral,1
Shokugeki no Souma: Ni no Sara,positive,2
Ao no Exorcist,positive,2
Gekkan Shoujo Nozaki-kun,positive,2
Danshi Koukousei no Nichijou,positive,2
Claymore,negative,0
Amaenaide yo!! Katsu!!,positive,2
Magi: The Labyrinth of Magic,positive,2
Byousoku 5 Centimeter,positive,2
Kaze no Stigma,negative,0
Shelter,positive,2
Sword Art Online,positive,2
Genocyber,positive,2
Canaan,positive,2
Soul Eater,positive,2
One Piece Movie 4: Dead End no Bouken,negative,0
Aquarian Age: Sign for Evolution,positive,2
Cheer Danshi!!,neutral,1
Shijou Saikyou no Deshi Kenichi,positive,2
Hellsing: The Dawn,positive,2
Namiuchigiwa no Muromi-san,positive,2
Naruto,positive,2
Kanon (2006),positive,2
Uta no☆Prince-sama♪ Maji Love 2000%,negative,0
Lamune,positive,2
Angel Beats!,positive,2
Soul Eater,positive,2
Chrno Crusade,negative,0
Toradora!,negative,0
InuYasha: Guren no Houraijima,negative,0
Busou Renkin,positive,2
Sakura Nagashi,positive,2
MM!,positive,2
Vampire Knight,positive,2
Shingeki no Kyojin,positive,2
Bleach: The Sealed Sword Frenzy,negative,0
D.N.Angel,positive,2
Hajime no Ippo: New Challenger,positive,2
Azumanga Daioh,positive,2
Plastic Memories,positive,2
Zero no Tsukaima F,positive,2
Lodoss-tou Senki,negative,0
Coyote Ragtime Show,neutral,1
Hellsing Ultimate,positive,2
Chicchana Yukitsukai Sugar,positive,2
Hanasakeru Seishounen,positive,2
Claymore,negative,0
Fushigi Yuugi,positive,2
DearS,negative,0
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru,positive,2
Fullmetal Alchemist: The Conqueror of Shamballa,neutral,1
Digimon Adventure tri. 2: Ketsui,positive,2
Love Hina Again,positive,2
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,positive,2
Fullmetal Alchemist: Brotherhood,negative,0
Final Approach,neutral,1
Code Geass: Hangyaku no Lelouch R2,positive,2
Berserk: Ougon Jidai-hen III - Kourin,positive,2
Hetalia Axis Powers,positive,2
Bakuman.,positive,2
Mahoromatic Summer Special,neutral,1
Ookami-san to Shichinin no Nakama-tachi,positive,2
Kuroshitsuji: Book of Circus,positive,2
Shiiba-san no Ura no Kao. with Imouto Lip,neutral,1
Toaru Majutsu no Index,positive,2
Boku wa Tomodachi ga Sukunai Next,negative,0
Hotarubi no Mori e,positive,2
Suzumiya Haruhi no Shoushitsu,positive,2
Asura Cryin&#039; 2,neutral,1
Sukitte Ii na yo.,positive,2
Durarara!!,positive,2
Blood+,positive,2
Kimi ga Nozomu Eien: Next Season,positive,2
Aoi Bungaku Series,positive,2
Sora no Otoshimono: Project Pink,positive,2
Summer Wars,positive,2
ReLIFE,positive,2
School Days: Valentine Days,neutral,1
Freezing,positive,2
Pale Cocoon,neutral,1
Arashi no Yoru ni,neutral,1
Aa! Megami-sama! Movie,positive,2
Boruto: Naruto the Movie,negative,0
Owari no Seraph,positive,2
Nobunaga the Fool,positive,2
TWO-MIX: White Reflection,negative,0
Skip Beat!,positive,2
Dragon Ball Movie 2: Majinjou no Nemuri Hime,neutral,1
Freezing Specials,negative,0
Aldnoah.Zero,positive,2
Fullmetal Alchemist: Reflections,neutral,1
Asobi ni Iku yo!: Asobi ni Oide,positive,2
Black Lagoon,positive,2
Code Geass: Hangyaku no Lelouch R2,positive,2
Kore wa Zombie Desu ka? of the Dead OVA,neutral,1
Shingeki no Kyojin,positive,2
Shakugan no Shana,positive,2
Baccano! Specials,positive,2
Hataraku Maou-sama!,positive,2
Arakawa Under the Bridge,negative,0
Futakoi Alternative,positive,2
Fault!!,negative,0
Shokugeki no Souma,neutral,1
Mobile Suit Gundam,negative,0
So Ra No Wo To,negative,0
Punch Line,negative,0
Majo no Takkyuubin,positive,2
ef: A Tale of Memories.,negative,0
Tokyo Ghoul: &quot;Jack&quot;,negative,0
Utawarerumono Specials,positive,2
Strawberry Panic,negative,0
Onegai☆Teacher,positive,2
Angel Beats!,positive,2
Love Hina Christmas Special: Silent Eve,negative,0
Mahou Shoujo Lyrical Nanoha A&#039;s,positive,2
Chikyuu Shoujo Arjuna,positive,2
Tsukimonogatari,negative,0
Hump Bang,negative,0
Zoku Natsume Yuujinchou,negative,0
Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,positive,2
Hayate no Gotoku!,positive,2
&quot;Bungaku Shoujo&quot; Movie,neutral,1
Nurarihyon no Mago,negative,0
Masou Gakuen HxH,positive,2
Monster Musume no Iru Nichijou,positive,2
Noragami OVA,positive,2
Biohazard: Damnation,neutral,1
Code Geass: Hangyaku no Lelouch R2,positive,2
Mononoke Hime,positive,2
Highschool of the Dead,positive,2
Toradora!,positive,2
Seitokai Yakuindomo,positive,2
Another,positive,2
Servant x Service,positive,2
Clannad: After Story,positive,2
Toaru Majutsu no Index-tan,positive,2
Rurouni Kenshin: Meiji Kenkaku Romantan,positive,2
Dragon Ball GT,neutral,1
Inou-Battle wa Nichijou-kei no Naka de,negative,0
Hanaukyou Maid-tai: La Verite,positive,2
Naruto: Shippuuden Movie 1,negative,0
Tokyo Godfathers,positive,2
Vampire Knight Guilty,positive,2
One Piece Movie 5: Norowareta Seiken,positive,2
Hamatora The Animation,negative,0
Gun x Sword,positive,2
Naruto,positive,2
Hetalia Axis Powers,negative,0
Stranger: Mukou Hadan,positive,2
Cowboy Bebop,negative,0
Digimon Adventure,negative,0
Karigurashi no Arrietty,positive,2
Joshikousei: Girl&#039;s High,positive,2
Shin Shirayuki-hime Densetsu Prétear,negative,0
Yuru Yuri Nachuyachumi!,neutral,1
Ikusa Otome Valkyrie 2,positive,2
Soukou Kihei Votoms,negative,0
Junjou Romantica 2,positive,2
Tsukimonogatari,positive,2
Genshiken OVA,neutral,1
Shokugeki no Souma,positive,2
Sumomomo Momomo: Chijou Saikyou no Yome,neutral,1
Inu x Boku SS,positive,2
Genshiken OVA,positive,2
Gakuen Utopia Manabi Straight!,neutral,1
Gantz,positive,2
Gosick,positive,2
Taiho Shichau zo The Movie,positive,2
GJ-bu@,positive,2
Death Note,positive,2
D.N.Angel,negative,0
Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,positive,2
Majo no Takkyuubin,negative,0
Rinne no Lagrange Season 2,positive,2
Mononoke Hime,positive,2
Innocent Venus,positive,2
Mousou Dairinin,positive,2
Tasogare Otome x Amnesia,negative,0
Robot Girls Z,negative,0
Shokugeki no Souma,positive,2
Hagure Yuusha no Aesthetica: Hajirai Ippai,negative,0
Katekyo Hitman Reborn! Special,positive,2
Btooom!,positive,2
Himawari!!,positive,2
Hyouka,negative,0
Fate/Zero 2nd Season,positive,2
Air,positive,2
Boku wa Tomodachi ga Sukunai Next,positive,2
